	RevName	cal_spm_max	cal_spm_min	dlp_rho_max	dlp_rho_min	dlp_spm_max	dlp_spm_min	dlp_timing_offset	geo_spm_max	geo_spm_min	kernels	rsr_16khz_list	tau_resolution	tau_rho_max	tau_rho_min	tau_spm_max	tau_spm_min
57	Rev011E_RSS_2005_196_K34_E	25480	21600	118300	71997.75	25181.2771	21604.138	-0.0062	25602	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnk34rd.1b2']	10KM	118300	72035	25181.2771	21606.9859
58	Rev011E_RSS_2005_196_K55_E	29600	22400	145002.25	82388.25	27283.8728	22400.4453	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0610nnnk55rd.1b2']	01KM	144998.75	82464.5	27283.5952	22406.3003
59	Rev011E_RSS_2005_196_K55_E	29600	22400	145002.25	82388.25	27283.8728	22400.4453	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0610nnnk55rd.1b2']	10KM	144987.5	82475	27282.7026	22407.1065
60	Rev011E_RSS_2005_196_S43_E	25480	21600	118300	71975.5	25181.2771	21602.437	-0.0062	25593	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnns43rd.2b2']	01KM	118300	73064.25	25181.2771	21685.6916
61	Rev011E_RSS_2005_196_S43_E	25480	21600	118300	71975.5	25181.2771	21602.437	-0.0062	25593	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnns43rd.2b2']	10KM	118300	73075	25181.2771	21686.5138
62	Rev011E_RSS_2005_196_S63_E	29600	22400	145083	82414.5	27290.2797	22402.4609	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnns63rd.2b2']	01KM	144998.75	83510	27283.5951	22486.6005
63	Rev011E_RSS_2005_196_S63_E	29600	22400	145083	82414.5	27290.2797	22402.4609	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnns63rd.2b2']	10KM	144987.5	83520	27282.7026	22487.3688
64	Rev011E_RSS_2005_196_X34_E	25480	21600	118300	71981	25181.2771	21602.8574	-0.0062	25602	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnx34rd.1a2']	01KM	118300	72250	25181.2771	21623.424
65	Rev011E_RSS_2005_196_X34_E	25480	21600	118300	71981	25181.2771	21602.8574	-0.0062	25602	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnx34rd.1a2']	10KM	118300	72260	25181.2771	21624.1886
66	Rev011E_RSS_2005_196_X43_E	25480	21600	118300	71981	25181.2771	21602.8574	-0.0062	25593	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnx43rd.2a2']	01KM	118300	72250	25181.2771	21623.424
67	Rev011E_RSS_2005_196_X43_E	25480	21600	118300	71981	25181.2771	21602.8574	-0.0062	25593	18300	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnx43rd.2a2']	10KM	118300	72260	25181.2771	21624.1886
68	Rev011E_RSS_2005_196_X55_E	29600	22400	145019.75	82394	27285.2613	22400.8868	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnnx55rd.1a2']	01KM	144998.75	82690.75	27283.5952	22423.6744
69	Rev011E_RSS_2005_196_X55_E	29600	22400	145019.75	82394	27285.2613	22400.8868	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnnx55rd.1a2']	10KM	144987.5	82700	27282.7026	22424.3848
70	Rev011E_RSS_2005_196_X63_E	29600	22400	145019.75	82394	27285.2613	22400.8868	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnnx63rd.2a2']	01KM	144998.75	82690.75	27283.5951	22423.6744
71	Rev011E_RSS_2005_196_X63_E	29600	22400	145019.75	82394	27285.2613	22400.8868	-0.0062	34140	22200	"['050825R_SCPSE_05186_05205.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnnx63rd.2a2']	10KM	144987.5	82700	27282.7026	22424.3848
72	Rev012E_RSS_2005_214_K55_E	59350	49900	145002.5	71998.5	55855.4495	50094.679	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnk55rd.1b2']	01KM	144998.75	72001.25	55855.1484	50094.8931
73	Rev012E_RSS_2005_214_K55_E	59350	49900	145002.5	71998.5	55855.4495	50094.679	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnk55rd.1b2']	10KM	144987.5	72012.5	55854.2453	50095.7689
74	Rev012E_RSS_2005_214_S63_E	59350	49900	145084.75	71927.5	55862.0528	50089.1518	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnns63rd.2b2']	01KM	144998.75	72001.25	55855.1485	50094.8931
75	Rev012E_RSS_2005_214_S63_E	59350	49900	145084.75	71927.5	55862.0528	50089.1518	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnns63rd.2b2']	10KM	144987.5	72012.5	55854.2453	50095.769
76	Rev012E_RSS_2005_214_X55_E	59350	49900	145020.25	71983	55856.8745	50093.4724	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnx55rd.1a2']	01KM	144998.75	72001.25	55855.1484	50094.8931
77	Rev012E_RSS_2005_214_X55_E	59350	49900	145020.25	71983	55856.8745	50093.4724	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnx55rd.1a2']	10KM	144987.5	72012.5	55854.2453	50095.7689
78	Rev012E_RSS_2005_214_X63_E	59350	49900	145020.25	71983	55856.8745	50093.4724	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnx63rd.2a2']	01KM	144998.75	72001.25	55855.1485	50094.8931
79	Rev012E_RSS_2005_214_X63_E	59350	49900	145020.25	71983	55856.8745	50093.4724	-0.0044	59700	46500	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnx63rd.2a2']	10KM	144987.5	72012.5	55854.2453	50095.769
80	Rev012I_RSS_2005_214_K55_I	39200	30050	145001.5	71996.25	39113.376	33057.9298	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnk55rd.1b2']	01KM	144998.75	72001.25	39112.9823	33058.1777
81	Rev012I_RSS_2005_214_K55_I	39200	30050	145001.5	71996.25	39113.376	33057.9298	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnk55rd.1b2']	10KM	144987.5	72012.5	39112.0966	33059.1914
82	Rev012I_RSS_2005_214_S63_I	39200	30050	145071.5	71896	39121.2684	33051.6209	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnns63rd.2b2']	01KM	144998.75	72333.25	39086.8405	33058.1777
83	Rev012I_RSS_2005_214_S63_I	39200	30050	145071.5	71896	39121.2684	33051.6209	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnns63rd.2b2']	10KM	144987.5	72342.5	39086.1121	33059.1914
84	Rev012I_RSS_2005_214_X55_I	39200	30050	145016.75	71974.5	39115.0883	33056.5555	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnx55rd.1a2']	01KM	144998.75	72001.25	39112.9823	33058.1777
85	Rev012I_RSS_2005_214_X55_I	39200	30050	145016.75	71974.5	39115.0883	33056.5555	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnx55rd.1a2']	10KM	144987.5	72012.5	39112.0966	33059.1914
86	Rev012I_RSS_2005_214_X63_I	39200	30050	145016.75	71974.5	39115.0883	33056.5555	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnx63rd.2a2']	01KM	144998.75	72001.25	39112.9823	33058.1777
87	Rev012I_RSS_2005_214_X63_I	39200	30050	145016.75	71974.5	39115.0883	33056.5555	0.0152	42000	29101	"['050907R_SCPSE_05205_05225.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnx63rd.2a2']	10KM	144987.5	72012.5	39112.0966	33059.1914
88	Rev013E_RSS_2005_232_K25_E	79400	70400	145002.5	71999	76490.4424	70602.2586	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnnk25rd.1b2']	01KM	144998.75	72001.25	76490.1368	70602.44
89	Rev013E_RSS_2005_232_K25_E	79400	70400	145002.5	71999	76490.4424	70602.2586	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnnk25rd.1b2']	10KM	144987.5	72012.5	76489.2199	70603.347
90	Rev013E_RSS_2005_232_S14_E	79400	70400	145083.75	71934.25	76497.0642	70597.0382	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnns14rd.2b2']	01KM	144998.75	72001.25	76490.1369	70602.4401
91	Rev013E_RSS_2005_232_S14_E	79400	70400	145083.75	71934.25	76497.0642	70597.0382	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnns14rd.2b2']	10KM	144987.5	72012.5	76489.2201	70603.3471
92	Rev013E_RSS_2005_232_X14_E	79400	70400	145020	71985	76491.8687	70601.1299	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx14rd.2a2']	01KM	144998.75	72001.25	76490.1369	70602.4401
93	Rev013E_RSS_2005_232_X14_E	79400	70400	145020	71985	76491.8687	70601.1299	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx14rd.2a2']	10KM	144987.5	72012.5	76489.2201	70603.3471
94	Rev013E_RSS_2005_232_X25_E	79400	70400	145020	71985	76491.8686	70601.1298	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx25rd.1a2']	01KM	144998.75	72001.25	76490.1368	70602.44
95	Rev013E_RSS_2005_232_X25_E	79400	70400	145020	71985	76491.8686	70601.1298	-0.0045	79800	67500	"['050922R_SCPSE_05225_05245.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx25rd.1a2']	10KM	144987.5	72012.5	76489.2199	70603.347
96	Rev014I_RSS_2005_248_K25_I	58000	49700	144998	71998.75	57883.0591	50684.0229	0.0073	61019	48189	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnnk25rd.1b2']	01KM	144998.75	72001.25	57882.7909	50683.9358
97	Rev014I_RSS_2005_248_K25_I	58000	49700	144998	71998.75	57883.0591	50684.0229	0.0073	61019	48189	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnnk25rd.1b2']	10KM	144987.5	72012.5	57881.584	50685.2427
98	Rev014I_RSS_2005_248_S14_I	58000	49700	145021.5	71930.75	57890.3582	50681.2923	0.0073	61020	48180	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnns14rd.2b2']	01KM	144998.75	72001.25	57882.7908	50683.9358
99	Rev014I_RSS_2005_248_S14_I	58000	49700	145021.5	71930.75	57890.3582	50681.2923	0.0073	61020	48180	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnns14rd.2b2']	10KM	144987.5	72012.5	57881.5839	50685.2427
100	Rev014I_RSS_2005_248_X14_I	58000	49700	145003	71984	57884.6417	50683.442	0.0073	61020	48180	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnnx14rd.2a2']	01KM	144998.75	72001.25	57882.7908	50683.9358
101	Rev014I_RSS_2005_248_X14_I	58000	49700	145003	71984	57884.6417	50683.442	0.0073	61020	48180	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnnx14rd.2a2']	10KM	144987.5	72012.5	57881.5839	50685.2427
102	Rev014I_RSS_2005_248_X25_I	58000	49700	145003	71984	57884.6418	50683.442	0.0073	61019	48189	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0126/sroc2_248/rsr/s14sroi2005248_1323nnnx25rd.1a2']	01KM	144998.75	72001.25	57882.7909	50683.9358
103	Rev014I_RSS_2005_248_X25_I	58000	49700	145003	71984	57884.6418	50683.442	0.0073	61019	48189	"['051011R_SCPSE_05245_05257.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0126/sroc2_248/rsr/s14sroi2005248_1323nnnx25rd.1a2']	10KM	144987.5	72012.5	57881.584	50685.2427
104	Rev028I_RSS_2006_258_K34_I	82500	71000	141131	114970.25	82498.2246	71001.611	-0.1976	82516	69840	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnk34rd.2b2']	01KM	141021.75	115047.5	82463.1069	71048.3704
105	Rev028I_RSS_2006_258_K34_I	82500	71000	141131	114970.25	82498.2246	71001.611	-0.1976	82516	69840	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnk34rd.2b2']	10KM	141122.5	114977.5	82494.9284	71005.2488
106	Rev028I_RSS_2006_258_S43_I	82500	71000	141131	114970.25	82498.2243	71001.6105	-0.1976	82500	69841	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnns43rd.1b2']	01KM	139583	116117.5	81977.616	71664.9111
107	Rev028I_RSS_2006_258_S43_I	82500	71000	141131	114970.25	82498.2243	71001.6105	-0.1976	82500	69841	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnns43rd.1b2']	10KM	140977.5	115080	82448.3349	71067.3113
108	Rev028I_RSS_2006_258_X34_I	82500	71000	141131	114970.25	82498.2246	71001.611	-0.1976	82516	69840	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnx34rd.2a2']	01KM	140707	115276	82359.2846	71183.129
109	Rev028I_RSS_2006_258_X34_I	82500	71000	141131	114970.25	82498.2246	71001.611	-0.1976	82516	69840	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnx34rd.2a2']	10KM	141090	115000	82484.6992	71019.1582
110	Rev028I_RSS_2006_258_X43_I	82500	71000	141131	114970.25	82498.2243	71001.6105	-0.1976	82500	69841	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnx43rd.1a2']	01KM	140707	115276	82359.2843	71183.1285
111	Rev028I_RSS_2006_258_X43_I	82500	71000	141131	114970.25	82498.2243	71001.6105	-0.1976	82500	69841	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnx43rd.1a2']	10KM	141090	115000	82484.6989	71019.1577
112	Rev028I_RSS_2006_259_K34_I	16550	1210	103960.75	75478.75	16547.4219	1211.9011	-0.0178	16964	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnk34rd.2b2']	01KM	103900.25	75497.5	16535.0851	1240.6966
113	Rev028I_RSS_2006_259_K34_I	16550	1210	103960.75	75478.75	16547.4219	1211.9011	-0.0178	16964	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnk34rd.2b2']	10KM	103937.5	75492.5	16538.3743	1222.9661
114	Rev028I_RSS_2006_259_S43_I	16550	1210	103960.75	75478.75	16547.4221	1211.9009	-0.0178	16642	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnns43rd.1b2']	01KM	103086	75790.25	16343.2291	1629.1173
115	Rev028I_RSS_2006_259_S43_I	16550	1210	103960.75	75478.75	16547.4221	1211.9009	-0.0178	16642	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnns43rd.1b2']	10KM	103875	75507.5	16528.5082	1252.717
116	Rev028I_RSS_2006_259_X34_I	16550	1210	103960.75	75478.75	16547.4219	1211.9011	-0.0178	16964	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnx34rd.2a2']	01KM	103721.25	75560.5	16493.6771	1325.9453
117	Rev028I_RSS_2006_259_X34_I	16550	1210	103960.75	75478.75	16547.4219	1211.9011	-0.0178	16964	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnx34rd.2a2']	10KM	103710	75572.5	16485.7974	1331.3057
118	Rev028I_RSS_2006_259_X43_I	16550	1210	103960.75	75478.75	16547.4221	1211.9009	-0.0178	16642	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnx43rd.1a2']	01KM	103721.25	75560.5	16493.6773	1325.9451
119	Rev028I_RSS_2006_259_X43_I	16550	1210	103960.75	75478.75	16547.4221	1211.9009	-0.0178	16642	900	"['061013R_SCPSE_06240_06260.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnx43rd.1a2']	10KM	103710	75572.5	16485.7976	1331.3055
