	RevName	cal_spm_max	cal_spm_min	dlp_rho_max	dlp_rho_min	dlp_spm_max	dlp_spm_min	dlp_timing_offset	geo_spm_max	geo_spm_min	kernels	rsr_16khz_list	tau_resolution	tau_rho_max	tau_rho_min	tau_spm_max	tau_spm_min
120	Rev044E_RSS_2007_130_K55_E	70000	65520	145018.25	71997.25	69122.3288	65610.8958	-0.0012	72000	62100	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0179/sroc4_130/rsr/s30sroe2007130_1715nnnk55rd.2b2']	01KM	144998.75	72001.25	69121.526	65611.193
121	Rev044E_RSS_2007_130_K55_E	70000	65520	145018.25	71997.25	69122.3288	65610.8958	-0.0012	72000	62100	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0179/sroc4_130/rsr/s30sroe2007130_1715nnnk55rd.2b2']	10KM	144987.5	72012.5	69121.0628	65612.0286
122	Rev044E_RSS_2007_130_S63_E	70000	65520	145305.25	71912.25	69134.1417	65604.5683	-0.0012	72000	62101	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0180/sroc4_130/rsr/s30sroe2007130_1715nnns63rd.1b2']	01KM	144998.75	72033.5	69121.526	65613.5872
123	Rev044E_RSS_2007_130_S63_E	70000	65520	145305.25	71912.25	69134.1417	65604.5683	-0.0012	72000	62101	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0180/sroc4_130/rsr/s30sroe2007130_1715nnns63rd.1b2']	10KM	144987.5	72042.5	69121.0628	65614.2548
124	Rev044E_RSS_2007_130_X55_E	70000	65520	145080.5	71978.75	69124.8914	65609.5206	-0.0012	72000	62100	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0180/sroc4_130/rsr/s30sroe2007130_1715nnnx55rd.2a2']	01KM	144998.75	72001.25	69121.526	65611.193
125	Rev044E_RSS_2007_130_X55_E	70000	65520	145080.5	71978.75	69124.8914	65609.5206	-0.0012	72000	62100	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0180/sroc4_130/rsr/s30sroe2007130_1715nnnx55rd.2a2']	10KM	144987.5	72012.5	69121.0628	65612.0286
126	Rev044E_RSS_2007_130_X63_E	70000	65520	145080.5	71978.75	69124.8914	65609.5206	-0.0012	72000	62101	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	"['no 16khz, 1khz:S30SROE2007130_1715NNNX63RD.1A1']"	01KM	144998.75	72001.25	69121.526	65611.193
127	Rev044E_RSS_2007_130_X63_E	70000	65520	145080.5	71978.75	69124.8914	65609.5206	-0.0012	72000	62101	"['070625R_SCPSE_07125_07140.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	"['no 16khz, 1khz:S30SROE2007130_1715NNNX63RD.1A1']"	10KM	144987.5	72012.5	69121.0628	65612.0286
128	Rev046I_RSS_2007_162_K25_I	78900	70700	145011	71999.75	78744.5756	74386.1607	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnnk25rd.2b2']	01KM	144998.75	72001.25	78744.4577	74386.8221
129	Rev046I_RSS_2007_162_K25_I	78900	70700	145011	71999.75	78744.5756	74386.1607	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnnk25rd.2b2']	10KM	144987.5	72012.5	78743.5738	74387.4294
130	Rev046I_RSS_2007_162_S14_I	78900	70700	145204.75	71945.75	78748.8213	74375.7018	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnns14rd.3b2']	01KM	144998.25	72001.25	78744.4576	74386.8492
131	Rev046I_RSS_2007_162_S14_I	78900	70700	145204.75	71945.75	78748.8213	74375.7018	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnns14rd.3b2']	10KM	144987.5	72012.5	78743.5738	74387.4295
132	Rev046I_RSS_2007_162_X14_I	78900	70700	145053	71988	78745.4989	74383.8935	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0182/sroc4_162/rsr/s31sroi2007162_1915nnnx14rd.3a2']	01KM	144998.75	72001.25	78744.4576	74386.8222
133	Rev046I_RSS_2007_162_X14_I	78900	70700	145053	71988	78745.4989	74383.8935	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0182/sroc4_162/rsr/s31sroi2007162_1915nnnx14rd.3a2']	10KM	144987.5	72012.5	78743.5738	74387.4295
134	Rev046I_RSS_2007_162_X25_I	78900	70700	145053	71988	78745.499	74383.8933	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0182/sroc4_162/rsr/s31sroi2007162_1915nnnx25rd.2a2']	01KM	144998.75	72001.25	78744.4577	74386.8221
135	Rev046I_RSS_2007_162_X25_I	78900	70700	145053	71988	78745.499	74383.8933	0.0033	81600	69300	"['070727R_SCPSE_07155_07170.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0182/sroc4_162/rsr/s31sroi2007162_1915nnnx25rd.2a2']	10KM	144987.5	72012.5	78743.5738	74387.4294
136	Rev053CI_RSS_2007_337_K55_I	28500	21680	145024.25	101645.25	25721.4236	23365.6707	0.0057	28500	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnk55rd.2b2']	01KM	144999.75	101662.5	25700.8213	23366.4714
137	Rev053CI_RSS_2007_337_K55_I	28500	21680	145024.25	101645.25	25721.4236	23365.6707	0.0057	28500	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnk55rd.2b2']	10KM	144987.5	101672.5	25691.8283	23366.8718
138	Rev053CI_RSS_2007_337_S63_I	28500	21680	145388.75	101717	25661.6631	23353.7733	0.0057	28501	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnns63rd.1b2']	01KM	144999.75	101949.5	25571.7681	23366.4714
139	Rev053CI_RSS_2007_337_S63_I	28500	21680	145388.75	101717	25661.6631	23353.7733	0.0057	28501	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnns63rd.1b2']	10KM	144987.5	101960	25568.7193	23366.8718
140	Rev053CI_RSS_2007_337_X55_I	28500	21680	145103.25	101663	25700.3373	23363.0898	0.0057	28500	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnx55rd.2a2']	01KM	144999.75	101732.75	25653.0775	23366.4714
141	Rev053CI_RSS_2007_337_X55_I	28500	21680	145103.25	101663	25700.3373	23363.0898	0.0057	28500	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnx55rd.2a2']	10KM	144987.5	101745	25646.864	23366.8718
142	Rev053CI_RSS_2007_337_X63_I	28500	21680	145103.25	101663	25700.337	23363.0898	0.0057	28501	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnx63rd.1a2']	01KM	144999.75	101732.75	25653.0774	23366.4714
143	Rev053CI_RSS_2007_337_X63_I	28500	21680	145103.25	101663	25700.337	23363.0898	0.0057	28501	19800	"['080225R_SCPSE_07329_07345.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnx63rd.1a2']	10KM	144987.5	101745	25646.8639	23366.8718
144	Rev054CE_RSS_2007_353_K55_E	16460	11820	141019.5	88634.5	16459.6012	14949.991	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnnk55rd.2b2']	01KM	140968.5	88643.75	16458.6851	14957.5446
145	Rev054CE_RSS_2007_353_K55_E	16460	11820	141019.5	88634.5	16459.6012	14949.991	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnnk55rd.2b2']	10KM	140957.5	88655	16458.4875	14964.3838
146	Rev054CE_RSS_2007_353_S63_E	16460	11820	140780	88717	16455.2975	14988.6676	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnns63rd.1b2']	01KM	140009.75	88974.25	16441.4246	15042.1043
147	Rev054CE_RSS_2007_353_S63_E	16460	11820	140780	88717	16455.2975	14988.6676	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnns63rd.1b2']	10KM	139997.5	88985	16441.2035	15043.7811
148	Rev054CE_RSS_2007_353_X55_E	16460	11820	140968.25	88648.75	16458.6807	14960.7913	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx55rd.2a2']	01KM	140763	88700.5	16454.9918	14983.3559
149	Rev054CE_RSS_2007_353_X55_E	16460	11820	140968.25	88648.75	16458.6807	14960.7913	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx55rd.2a2']	10KM	140752.5	88712.5	16454.803	14987.2702
150	Rev054CE_RSS_2007_353_X63_E	16460	11820	140968.25	88648.75	16458.6807	14960.7914	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx63rd.1a2']	01KM	140763	88700.5	16454.9918	14983.356
151	Rev054CE_RSS_2007_353_X63_E	16460	11820	140968.25	88648.75	16458.6807	14960.7914	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx63rd.1a2']	10KM	140752.5	88712.5	16454.803	14987.2703
152	Rev054CI_RSS_2007_353_K55_I	16460	11820	145118	88634	14916.14	13333.6122	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnnk55rd.2b2']	01KM	144999.75	88640.5	14910.4424	13335.6975
153	Rev054CI_RSS_2007_353_K55_I	16460	11820	145118	88634	14916.14	13333.6122	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnnk55rd.2b2']	10KM	144987.5	88652.5	14902.6274	13335.9136
154	Rev054CI_RSS_2007_353_S63_I	16460	11820	146692.25	88666.5	14895.5246	13305.943	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnns63rd.1b2']	01KM	144999.75	88770.5	14862.4359	13335.6975
155	Rev054CI_RSS_2007_353_S63_I	16460	11820	146692.25	88666.5	14895.5246	13305.943	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnns63rd.1b2']	10KM	144990	88782.5	14859.5719	13335.8695
156	Rev054CI_RSS_2007_353_X55_I	16460	11820	145458.75	88642.25	14909.1416	13327.6086	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx55rd.2a2']	01KM	144999.75	88673.75	14892.333	13335.6975
157	Rev054CI_RSS_2007_353_X55_I	16460	11820	145458.75	88642.25	14909.1416	13327.6086	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx55rd.2a2']	10KM	144987.5	88685	14887.826	13335.9136
158	Rev054CI_RSS_2007_353_X63_I	16460	11820	145458.75	88642.25	14909.1414	13327.6086	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx63rd.1a2']	01KM	144999.75	88673.75	14892.3329	13335.6975
159	Rev054CI_RSS_2007_353_X63_I	16460	11820	145458.75	88642.25	14909.1414	13327.6086	0.0096	19440	8400	"['080307R_SCPSE_07345_07365.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx63rd.1a2']	10KM	144987.5	88685	14887.8259	13335.9136
160	Rev056CE_RSS_2008_015_K34_E	79400	71100	142300.5	74089.5	79399.7409	78242.4873	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_1915nnnk34rd.1b2']	01KM	142131.25	74201.25	79397.8329	78272.9493
161	Rev056CE_RSS_2008_015_K34_E	79400	71100	142300.5	74089.5	79399.7409	78242.4873	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_1915nnnk34rd.1b2']	10KM	142120	74212.5	79397.7061	78274.815
162	Rev056CE_RSS_2008_015_S63_E	79400	76900	142047.25	74126.75	79396.9222	78257.3509	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_2105nnns63rd.1b2']	01KM	141243.75	74241.75	79387.8514	78279.4144
163	Rev056CE_RSS_2008_015_S63_E	79400	76900	142047.25	74126.75	79396.9222	78257.3509	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_2105nnns63rd.1b2']	10KM	141232.5	74252.5	79387.7242	78280.9647
164	Rev056CE_RSS_2008_015_X34_E	79400	71100	142247	74096	79399.1379	78246.2732	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_1915nnnx34rd.1a2']	01KM	141591.5	74201.25	79391.7426	78272.9493
165	Rev056CE_RSS_2008_015_X34_E	79400	71100	142247	74096	79399.1379	78246.2732	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_1915nnnx34rd.1a2']	10KM	141582.5	74212.5	79391.641	78274.815
166	Rev056CE_RSS_2008_015_X63_E	79400	76900	142243.75	74095.75	79399.1377	78246.225	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_2105nnnx63rd.1a2']	01KM	141588.25	74201.25	79391.7428	78273.0439
167	Rev056CE_RSS_2008_015_X63_E	79400	76900	142243.75	74095.75	79399.1377	78246.225	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_2105nnnx63rd.1a2']	10KM	141577.5	74212.5	79391.6215	78274.9098
168	Rev056CI_RSS_2008_015_K34_I	79400	71100	145186	74099.25	78217.5088	77033.1797	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_1915nnnk34rd.1b2']	01KM	144998.75	74201.25	78192.375	77035.2754
169	Rev056CI_RSS_2008_015_K34_I	79400	71100	145186	74099.25	78217.5088	77033.1797	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_1915nnnk34rd.1b2']	10KM	144987.5	74212.5	78190.5093	77035.4013
170	Rev056CI_RSS_2008_015_S63_I	79400	76900	147643.25	74104.25	78215.5317	77005.9451	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_2105nnns63rd.1b2']	01KM	144998.75	74238.5	78186.6012	77035.455
171	Rev056CI_RSS_2008_015_S63_I	79400	76900	147643.25	74104.25	78215.5317	77005.9451	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_2105nnns63rd.1b2']	10KM	144987.5	74247.5	78185.2868	77035.581
172	Rev056CI_RSS_2008_015_X34_I	79400	71100	145718	74103	78215.9045	77027.2308	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_1915nnnx34rd.1a2']	01KM	144998.75	74201.25	78192.375	77035.2754
173	Rev056CI_RSS_2008_015_X34_I	79400	71100	145718	74103	78215.9045	77027.2308	0.0045	80400	69301	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0215/sroc6_015/rsr/s36sroi2008015_1915nnnx34rd.1a2']	10KM	144987.5	74212.5	78190.5093	77035.4013
174	Rev056CI_RSS_2008_015_X63_I	79400	76900	145718	74092	78221.3713	77027.411	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_2105nnnx63rd.1a2']	01KM	144998.75	74201.25	78192.4929	77035.455
175	Rev056CI_RSS_2008_015_X63_I	79400	76900	145718	74092	78221.3713	77027.411	0.0045	79800	75900	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0214/sroc6_015/rsr/s36sroi2008015_2105nnnx63rd.1a2']	10KM	144987.5	74212.5	78190.627	77035.581
176	Rev057CE_RSS_2008_027_K34_E	72665	67500	139079	73991.5	72664.737	71486.6757	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnk34rd.2b2']	01KM	138918	74101.25	72662.8137	71517.9759
177	Rev057CE_RSS_2008_027_K34_E	72665	67500	139079	73991.5	72664.737	71486.6757	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnk34rd.2b2']	10KM	138907.5	74112.5	72662.6883	71519.946
178	Rev057CE_RSS_2008_027_S43_E	72665	67500	138841.5	74028	72661.8996	71501.71	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnns43rd.1b2']	01KM	138078.5	74139.75	72652.771	71524.3884
179	Rev057CE_RSS_2008_027_S43_E	72665	67500	138841.5	74028	72661.8996	71501.71	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnns43rd.1b2']	10KM	138067.5	74150	72652.6393	71525.9578
180	Rev057CE_RSS_2008_027_X34_E	72665	67500	139028	73997.75	72664.1279	71490.4024	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx34rd.2a2']	01KM	138405	74101.25	72656.6797	71517.9759
181	Rev057CE_RSS_2008_027_X34_E	72665	67500	139028	73997.75	72664.1279	71490.4024	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx34rd.2a2']	10KM	138395	74112.5	72656.56	71519.946
182	Rev057CE_RSS_2008_027_X43_E	72665	67500	139028	73997.75	72664.1279	71490.4023	0.0058	74100	65700	"['080327R_SCPSE_07365_08045.bsp', 'cpck26Feb2009.tpc', 'naif0009.tls', 'earthstns_itrf93_050714.bsp', 'earth_000101_090604_090313.bpc']"	['../../../data/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx43rd.1a2']	01KM	138405	74101.25	72656.6797	71517.9759
