  27600.0000,  22917.1756,  22916.2771,  34186.5144,   32.7484,  227.0316,  -23.5723,   269357.6739,     11.0689,      8.4866,      4.0599,  26703.5146,  -270182.9615,   -25024.1233,   107715.4740,     -5.8819,    -13.8904,      1.9828
  27601.0000,  22918.1755,  22917.2770,  34197.5831,   32.7626,  227.0458,  -23.5723,   269362.6340,     11.0709,      8.4839,      4.0592,  26716.7101,  -270188.8432,   -25038.0052,   107717.4565,     -5.8815,    -13.8904,      1.9827
  27602.0000,  22919.1754,  22918.2769,  34208.6538,   32.7768,  227.0600,  -23.5723,   269367.5937,     11.0730,      8.4811,      4.0585,  26729.9063,  -270194.7245,   -25051.8870,   107719.4389,     -5.8811,    -13.8903,      1.9825
  27603.0000,  22920.1753,  22919.2768,  34219.7266,   32.7910,  227.0742,  -23.5723,   269372.5530,     11.0750,      8.4784,      4.0578,  26743.1032,  -270200.6054,   -25065.7688,   107721.4211,     -5.8807,    -13.8903,      1.9823
  27604.0000,  22921.1753,  22920.2767,  34230.8014,   32.8052,  227.0884,  -23.5723,   269377.5119,     11.0771,      8.4756,      4.0570,  26756.3007,  -270206.4859,   -25079.6506,   107723.4031,     -5.8803,    -13.8902,      1.9822
  27605.0000,  22922.1752,  22921.2766,  34241.8783,   32.8194,  227.1026,  -23.5723,   269382.4703,     11.0791,      8.4729,      4.0563,  26769.4989,  -270212.3659,   -25093.5323,   107725.3850,     -5.8799,    -13.8902,      1.9820
  27606.0000,  22923.1751,  22922.2765,  34252.9573,   32.8335,  227.1168,  -23.5723,   269387.4284,     11.0812,      8.4702,      4.0556,  26782.6977,  -270218.2456,   -25107.4140,   107727.3667,     -5.8795,    -13.8902,      1.9818
  27607.0000,  22924.1750,  22923.2764,  34264.0382,   32.8477,  227.1309,  -23.5723,   269392.3860,     11.0832,      8.4674,      4.0548,  26795.8972,  -270224.1248,   -25121.2957,   107729.3482,     -5.8790,    -13.8901,      1.9817
  27608.0000,  22925.1749,  22924.2763,  34275.1212,   32.8618,  227.1451,  -23.5723,   269397.3432,     11.0853,      8.4647,      4.0541,  26809.0974,  -270230.0037,   -25135.1773,   107731.3296,     -5.8786,    -13.8901,      1.9815
  27609.0000,  22926.1748,  22925.2762,  34286.2063,   32.8760,  227.1592,  -23.5723,   269402.3001,     11.0873,      8.4619,      4.0534,  26822.2982,  -270235.8821,   -25149.0588,   107733.3108,     -5.8782,    -13.8900,      1.9813
  27610.0000,  22927.1747,  22926.2760,  34297.2934,   32.8901,  227.1733,  -23.5723,   269407.2565,     11.0893,      8.4592,      4.0527,  26835.4997,  -270241.7601,   -25162.9404,   107735.2918,     -5.8778,    -13.8900,      1.9812
  27611.0000,  22928.1746,  22927.2759,  34308.3825,   32.9043,  227.1875,  -23.5723,   269412.2125,     11.0914,      8.4565,      4.0519,  26848.7018,  -270247.6377,   -25176.8219,   107737.2727,     -5.8774,    -13.8900,      1.9810
  27612.0000,  22929.1745,  22928.2758,  34319.4736,   32.9184,  227.2016,  -23.5723,   269417.1680,     11.0934,      8.4537,      4.0512,  26861.9046,  -270253.5149,   -25190.7033,   107739.2534,     -5.8770,    -13.8899,      1.9809
  27613.0000,  22930.1744,  22929.2757,  34330.5668,   32.9325,  227.2157,  -23.5723,   269422.1232,     11.0954,      8.4510,      4.0505,  26875.1081,  -270259.3917,   -25204.5848,   107741.2340,     -5.8766,    -13.8899,      1.9807
  27614.0000,  22931.1743,  22930.2756,  34341.6620,   32.9466,  227.2298,  -23.5723,   269427.0780,     11.0974,      8.4483,      4.0498,  26888.3122,  -270265.2681,   -25218.4661,   107743.2144,     -5.8762,    -13.8899,      1.9805
  27615.0000,  22932.1742,  22931.2755,  34352.7593,   32.9607,  227.2439,  -23.5723,   269432.0323,     11.0995,      8.4456,      4.0490,  26901.5169,  -270271.1440,   -25232.3475,   107745.1946,     -5.8758,    -13.8898,      1.9804
  27616.0000,  22933.1741,  22932.2754,  34363.8585,   32.9747,  227.2580,  -23.5723,   269436.9862,     11.1015,      8.4428,      4.0483,  26914.7223,  -270277.0196,   -25246.2288,   107747.1747,     -5.8753,    -13.8898,      1.9802
  27617.0000,  22934.1740,  22933.2753,  34374.9598,   32.9888,  227.2720,  -23.5723,   269441.9398,     11.1035,      8.4401,      4.0476,  26927.9284,  -270282.8947,   -25260.1101,   107749.1545,     -5.8749,    -13.8897,      1.9800
  27618.0000,  22935.1739,  22934.2752,  34386.0631,   33.0029,  227.2861,  -23.5723,   269446.8929,     11.1055,      8.4374,      4.0469,  26941.1351,  -270288.7694,   -25273.9913,   107751.1343,     -5.8745,    -13.8897,      1.9799
  27619.0000,  22936.1738,  22935.2750,  34397.1684,   33.0169,  227.3001,  -23.5723,   269451.8456,     11.1076,      8.4346,      4.0461,  26954.3424,  -270294.6437,   -25287.8725,   107753.1138,     -5.8741,    -13.8897,      1.9797
  27620.0000,  22937.1737,  22936.2749,  34408.2758,   33.0310,  227.3142,  -23.5723,   269456.7979,     11.1096,      8.4319,      4.0454,  26967.5504,  -270300.5176,   -25301.7536,   107755.0932,     -5.8737,    -13.8896,      1.9795
  27621.0000,  22938.1737,  22937.2748,  34419.3851,   33.0450,  227.3282,  -23.5723,   269461.7498,     11.1116,      8.4292,      4.0447,  26980.7590,  -270306.3911,   -25315.6347,   107757.0725,     -5.8733,    -13.8896,      1.9794
  27622.0000,  22939.1736,  22938.2747,  34430.4965,   33.0590,  227.3422,  -23.5723,   269466.7012,     11.1136,      8.4265,      4.0440,  26993.9683,  -270312.2642,   -25329.5158,   107759.0515,     -5.8729,    -13.8895,      1.9792
  27623.0000,  22940.1735,  22939.2746,  34441.6098,   33.0730,  227.3562,  -23.5723,   269471.6523,     11.1156,      8.4238,      4.0433,  27007.1782,  -270318.1369,   -25343.3968,   107761.0304,     -5.8725,    -13.8895,      1.9790
  27624.0000,  22941.1734,  22940.2745,  34452.7252,   33.0871,  227.3703,  -23.5723,   269476.6030,     11.1176,      8.4210,      4.0425,  27020.3888,  -270324.0092,   -25357.2778,   107763.0092,     -5.8721,    -13.8895,      1.9789
  27625.0000,  22942.1733,  22941.2744,  34463.8426,   33.1011,  227.3843,  -23.5723,   269481.5532,     11.1196,      8.4183,      4.0418,  27033.6000,  -270329.8810,   -25371.1588,   107764.9878,     -5.8716,    -13.8894,      1.9787
